Num Org,Articulo,Valor Nominal,Valor Cuota,Tipo Articulo,Nro Titulo,Nombre,Codigo Postal,Localidad,Cod. Provincia,Región,Fecha Nacimiento,Edad,Sexo,Cuota,Fecha Pago,Periodo,Tipo de venta,Estado Civil,Nivel Educativo
7,864,9185212,32000,Moto,737479,"VARELA, VALENTIN",515200,VILLA CARLOS PAZ,Córdoba,Centro,10/10/1946,77,Masculino,1,13/01/23,01/2023,Tradicional,Divorciado(a),Terciario
7,875,27272629,95000,Automóvil,737481,"GUZMAN, MERCEDES",515200,VILLA CARLOS PAZ,Córdoba,Centro,9/02/1954,70,Femenino,1,18/01/23,01/2023,Tradicional,Soltero(a),Universitario
7,864,9185212,32000,Moto,737486,"VILLAR, MIGUEL",515200,VILLA CARLOS PAZ,Córdoba,Centro,8/03/1955,69,Masculino,1,18/01/23,01/2023,Tradicional,Soltero(a),Terciario
7,870,7261629,25300,Moto,737963,"VACCAREL, ALEJO",515200,VILLA CARLOS PAZ,Córdoba,Centro,9/11/1972,51,Masculino,1,30/01/23,01/2023,Tradicional,Casado(a),Secundario
7,821,20152503,70200,Dinero,737964,"MORUA, RAQUEL LEONILDA",515200,VILLA CARLOS PAZ,Córdoba,Centro,8/09/1949,75,Femenino,1,13/01/23,01/2023,Tradicional,Casado(a),Primario
7,809,5632417,17067,Moto,737966,"HASLER, CARLOS",515500,TANTI,Córdoba,Centro,8/06/1973,51,Masculino,1,24/01/23,01/2023,Tradicional,Soltero(a),Secundario
7,822,21530592,75000,Automóvil,737997,"PALACIO, SILVINA",515200,VILLA CARLOS PAZ,Córdoba,Centro,4/12/1959,64,Femenino,1,25/01/23,01/2023,Tradicional,Casado(a),Universitario
7,871,12285912,42800,Dinero,737999,"DOMINGUEZ, MAURO",515200,VILLA CARLOS PAZ,Córdoba,Centro,14/12/1982,41,Masculino,1,27/01/23,01/2023,Tradicional,Casado(a),Terciario
7,871,12285912,42800,Dinero,738000,"PEREZ, HECTOR",515200,VILLA CARLOS PAZ,Córdoba,Centro,1/04/1949,75,Masculino,1,26/01/23,01/2023,Tradicional,Viudo(a),Terciario
13,828,9558444,33300,Moto,737282,"VERON, WALTER",420601,NUEVA FRANCIA,Santiago del Estero,NOA,3/02/1969,55,Masculino,1,28/01/23,01/2023,Tradicional,Casado(a),Secundario
13,877,27272629,95000,Automóvil,737288,"NADER, GUSTAVO",430000,LA BANDA,Santiago del Estero,NOA,6/01/1978,46,Masculino,1,09/01/23,01/2023,Tradicional,Casado(a),Terciario
13,872,12285912,42800,Dinero,737535,"ZANABRIA, FABIO",430000,LA BANDA,Santiago del Estero,NOA,17/04/2000,24,Masculino,1,16/01/23,01/2023,Tradicional,Casado(a),Primario
13,815,29039763,102200,Dinero,737546,"TARCHI, RAMON",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,19/05/1995,29,Masculino,1,16/01/23,01/2023,Tradicional,Divorciado(a),Secundario
13,833,N/A,N/A,Dinero,737547,"DIAZ, RICARDO",430000,LA BANDA,Santiago del Estero,NOA,26/04/1951,73,Masculino,1,28/01/23,01/2023,Tradicional,Casado(a),Primario
13,871,12285912,42800,Dinero,737549,"ROMERO, DEBORA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,19/01/1975,49,Femenino,1,28/01/23,01/2023,Tradicional,Soltero(a),Universitario
13,869,7261629,25300,Moto,737552,"SIMON, RAMON EDUARDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,29/12/1958,65,Masculino,1,28/01/23,01/2023,Tradicional,Viudo(a),Terciario
13,875,27272629,95000,Automóvil,737568,"SORIA, DELIO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,8/07/1942,82,Masculino,1,16/01/23,01/2023,Tradicional,Divorciado(a),Primario
13,870,7261629,25300,Moto,737701,"PALAVECINI, ROSA",432200,FERNANDEZ,Santiago del Estero,NOA,8/10/1960,63,Femenino,1,16/01/23,01/2023,Tradicional,Viudo(a),Terciario
13,864,9185212,32000,Moto,737822,"LOPEZ, FABIAN",435000,SUNCHO CORRAL,Santiago del Estero,NOA,24/02/1969,55,Masculino,1,16/01/23,01/2023,Tradicional,Soltero(a),Terciario
13,872,12285912,42800,Dinero,737823,"CORAL, ARIEL",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,8/12/1996,27,Masculino,1,16/01/23,01/2023,Tradicional,Viudo(a),Primario
13,870,7261629,25300,Moto,737828,"GALLO, ANTONIO",432602,LUGONES,Santiago del Estero,NOA,12/11/1966,57,Masculino,1,28/01/23,01/2023,Tradicional,Soltero(a),Universitario
13,817,7634862,26600,Moto,737829,"SERRANA, MAGALI",901100,CALETA OLIVIA,Santa Cruz,Sur Atlantico,26/11/1963,60,Femenino,1,26/01/23,01/2023,Tradicional,Divorciado(a),Secundario
13,872,12285912,42800,Dinero,737830,"PEREZ, ANTONIO",433800,CLODOMIRA,Santiago del Estero,NOA,9/07/1980,44,Masculino,1,16/01/23,01/2023,Tradicional,Casado(a),Universitario
13,872,12285912,42800,Dinero,737831,"GUZMAN, CESAR",430000,LA BANDA,Santiago del Estero,NOA,22/04/1983,41,Masculino,1,28/01/23,01/2023,Tradicional,Viudo(a),Primario
13,864,9185212,32000,Moto,737832,"PIPINO, ROBERTO",245200,SAN JORGE,Santa Fe,Santa Fe,5/04/1975,49,Masculino,1,20/01/23,01/2023,Tradicional,Casado(a),Secundario
13,810,24401611,85000,Automóvil,737838,"ELUCHEA, JOSE",376000,AÑATUYA,Santiago del Estero,NOA,20/09/1966,57,Masculino,1,28/01/23,01/2023,Tradicional,Soltero(a),Primario
13,864,9185212,32000,Moto,737845,"IBAÑEZ, CARMEN",433201,COLONIA DORA,Santiago del Estero,NOA,20/04/1971,53,Femenino,1,16/01/23,01/2023,Tradicional,Soltero(a),Universitario
13,863,N/A,N/A,Moto,737865,"LEZCANO, MARIANELLA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,10/10/1988,35,Femenino,1,28/01/23,01/2023,Tradicional,Soltero(a),Universitario
13,871,12285912,42800,Dinero,737881,"ESCAÑO, NINA BEATRIZ",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,2/10/1968,55,Femenino,1,28/01/23,01/2023,Tradicional,Casado(a),Universitario
13,873,33588870,117000,Automóvil,737910,"NEGRO, NELIDA DEL VALLE",430000,LA BANDA,Santiago del Estero,NOA,8/02/1965,59,Femenino,1,28/01/23,01/2023,Tradicional,Soltero(a),Secundario
13,864,9185212,32000,Moto,737923,"FARIAS, ANABEL",430000,LA BANDA,Santiago del Estero,NOA,7/03/2002,22,Femenino,1,28/01/23,01/2023,Tradicional,Casado(a),Primario
13,864,9185212,32000,Moto,738040,"MEDINA, AURELIO",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,6/08/2001,23,Masculino,1,16/01/23,01/2023,Tradicional,Soltero(a),Primario
13,830,21530592,75000,Automóvil,738774,"PAZ, RODOLFO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,26/10/1953,70,Masculino,1,28/01/23,01/2023,Tradicional,Viudo(a),Universitario
13,841,29339763,102200,Dinero,737858,"CORTEZANO, MIRIAM",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,31/05/1982,42,Femenino,1,16/01/23,01/2023,Tradicional,Soltero(a),Primario
13,821,20152503,70200,Dinero,737862,"ARCE, MONICA NOEMI",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,6/01/1946,78,Femenino,1,28/01/23,01/2023,Tradicional,Casado(a),Universitario
13,822,21530592,75000,Automóvil,737873,"RIZZI, TERESA",430000,LA BANDA,Santiago del Estero,NOA,20/10/1944,79,Femenino,1,28/01/23,01/2023,Tradicional,Divorciado(a),Secundario
13,870,7261629,25300,Moto,737875,"JOZEMA, AZUCENA",430000,LA BANDA,Santiago del Estero,NOA,5/12/1964,59,Femenino,1,28/01/23,01/2023,Tradicional,Soltero(a),Secundario
13,871,12285912,42800,Dinero,737876,"ARCE, BARBARINA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,11/10/2001,22,Femenino,1,28/01/23,01/2023,Tradicional,Casado(a),Secundario
13,864,9185212,32000,Moto,737877,"BURGOS, MARIA CRISTINA",430200,VILMER,Santiago del Estero,NOA,21/08/1959,65,Femenino,1,16/01/23,01/2023,Tradicional,Casado(a),Primario
13,822,21530592,75000,Automóvil,737892,"AVILA, MARIA LUZ",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,26/02/1991,33,Femenino,1,28/01/23,01/2023,Tradicional,Soltero(a),Primario
13,870,7261629,25300,Moto,737893,"CASTAGNO, JUAN JOSE",430000,LA BANDA,Santiago del Estero,NOA,9/07/1957,67,Masculino,1,28/01/23,01/2023,Tradicional,Viudo(a),Secundario
13,872,12285912,42800,Dinero,614570,"GODOT, DAVID",430000,LA BANDA,Santiago del Estero,NOA,27/11/1976,47,Masculino,1,26/12/15,01/2023,Tradicional,Divorciado(a),Universitario
13,815,29039763,102200,Dinero,637629,"PEREYRA, MARIA LUISA",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,20/04/1990,34,Femenino,1,23/02/17,01/2023,Tradicional,Soltero(a),Primario
13,870,7261629,25300,Moto,737824,"CARENA, ALEJANDRA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,16/08/1983,41,Femenino,1,28/01/23,01/2023,Tradicional,Viudo(a),Secundario
13,871,12285912,42800,Dinero,737834,"SALVARESCHI, ELVIO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,28/01/1969,55,Masculino,1,16/01/23,01/2023,Tradicional,Divorciado(a),Universitario
13,815,29039763,102200,Dinero,737835,"IBANEZ, FELIPE",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,21/07/1978,46,Masculino,1,16/01/23,01/2023,Tradicional,Casado(a),Universitario
13,815,29039763,102200,Dinero,737853,"NORIEGA, HUGO LUIS",422000,TERMAS RIO HONDO,Santiago del Estero,NOA,28/10/1972,51,Masculino,1,26/01/23,01/2023,Tradicional,Soltero(a),Terciario
13,869,7261629,25300,Moto,737856,"IBANEZ, ALEJANDRO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,30/05/1974,50,Masculino,1,16/01/23,01/2023,Tradicional,Soltero(a),Primario
13,860,24401611,85000,Automóvil,737861,"SAVINO, ELDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,28/01/1969,55,Masculino,1,16/01/23,01/2023,Tradicional,Divorciado(a),Primario
13,871,12285912,42800,Dinero,737878,"SALUZZO, NICOLAS",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,28/12/1980,43,Masculino,1,16/01/23,01/2023,Tradicional,Casado(a),Primario
13,831,20152503,70200,Dinero,737879,"ARDILES, LUCRECIA",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,20/02/1995,29,Femenino,1,28/01/23,01/2023,Tradicional,Divorciado(a),Primario
13,875,27272629,95000,Automóvil,737880,"ALBA, ALFREDO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,15/11/1951,72,Masculino,1,28/01/23,01/2023,Tradicional,Divorciado(a),Secundario
13,854,N/A,N/A,Automóvil,737882,"SILVATIERRA, FABIAN",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,28/12/1970,53,Masculino,1,28/01/23,01/2023,Tradicional,Viudo(a),Terciario
13,872,12285912,42800,Dinero,737883,"MEDINA, DAVID",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,7/06/1993,31,Masculino,1,16/01/23,01/2023,Tradicional,Viudo(a),Primario
13,872,12285912,42800,Dinero,737884,"LOPEZ, ALBERTO",420000,SANTIAGO DEL ESTERO,Santiago del Estero,NOA,11/02/1975,49,Masculino,1,28/01/23,01/2023,Tradicional,Viudo(a),Primario
